trip_id,passenger_name,age,city,transport_mode,distance_km,fare,trip_start,trip_end,rating,weather_condition,payment_method
TRP10027,KATHRYN ROBERTS,46.0,MUMBAI,BUS,25.759999999999998,755.1700000000001,2026-04-10 11:44:00,,3.8,SUNNY,WALLET
TRP10028,BRIDGET MAY,67.0,DELHI,METRO,28.31,755.1700000000001,,,6.0,SUNNY,CASH
TRP10029,PATRICK BRADY,45.0,DELHI,BIKE,25.759999999999998,791.52,,2025-08-01 07:18:28,5.0,FOG,CARD
TRP10030,TREVOR,73.0,BANGALORE,TAXI,25.759999999999998,755.1700000000001,,2025-06-14 02:03:20,6.0,SUNNY,CASH
TRP10031,HANNAH ADAMS,72.0,PUNE,BUS,18.2,755.1700000000001,,,6.0,RAINY,CARD
TRP10032,JESSE JACOBS,45.0,HYDERABAD,TRAIN,25.759999999999998,755.1700000000001,,,6.0,RAINY,WALLET
TRP10033,KATHERINE RHODES,45.0,HYDERABAD,AUTO,17.5,755.1700000000001,,,0.0,SUNNY,CARD
TRP10034,CAITLIN EVANS,57.0,DELHI,AUTO,25.759999999999998,373.05,2025-10-15 21:32:00,,4.9,RAINY,CASH
TRP10035,,63.0,BANGALORE,BIKE,25.759999999999998,755.1700000000001,2025-05-11 14:55:00,2025-05-11 16:41:56,5.0,SUNNY,CASH
TRP10036,WILLIAM,59.0,MUMBAI,METRO,25.759999999999998,122.06,,2025-08-12 14:23:02,4.9,SUNNY,WALLET
TRP10037,MITCHELL GONZALEZ,27.0,KOLKATA,METRO,25.759999999999998,497.01,,2026-01-18 15:37:12,0.0,CLOUDY,CASH
TRP10038,SHELLEY JONES,45.0,HYDERABAD,TAXI,25.759999999999998,755.1700000000001,,,4.8,RAINY,CASH
TRP10039,MICHAEL GRANT,45.0,DELHI,BUS,25.759999999999998,755.1700000000001,,,0.0,FOG,WALLET
TRP10040,,45.0,KOLKATA,BIKE,25.759999999999998,1119.46,2025-12-12 06:21:00,,0.0,SUNNY,CASH
TRP10041,,45.0,KOLKATA,AUTO,25.759999999999998,755.1700000000001,,2025-07-19 11:09:02,0.0,FOG,WALLET
TRP10042,ERIC COLEMAN,45.0,DELHI,BIKE,47.11,613.05,2025-10-26 15:08:00,,4.8,RAINY,CASH
TRP10043,,42.0,MUMBAI,AUTO,19.6,755.1700000000001,,,1.2,SUNNY,UPI
TRP10044,KRISTIN GAINES,32.0,BANGALORE,AUTO,9.52,755.1700000000001,,2025-06-27 20:58:15,4.9,SUNNY,WALLET
TRP10045,LISA FRITZ,45.0,MUMBAI,AUTO,25.759999999999998,1364.45,2025-11-03 09:29:00,,0.0,FOG,WALLET
TRP10046,JENNIFER WOOD,45.0,PUNE,BIKE,25.52,755.1700000000001,,2025-05-29 07:17:01,0.0,CLOUDY,CASH
TRP10047,LORRAINE,45.0,DELHI,METRO,25.759999999999998,755.1700000000001,,,4.9,SUNNY,CASH
TRP10048,ALAN BARKER,45.0,KOLKATA,TRAIN,28.0,150.33,,2025-09-25 03:35:57,0.0,STORM,WALLET
TRP10049,CHRISTOPHER DIXON,45.0,MUMBAI,BUS,25.759999999999998,755.1700000000001,,2026-03-13 02:11:27,0.0,SUNNY,UPI
TRP10050,KIMBERLY MILES,35.0,MUMBAI,TRAIN,5.57,193.85,,,6.0,SUNNY,WALLET
TRP10051,RYAN WEBB,45.0,BANGALORE,TRAIN,25.759999999999998,755.1700000000001,,,4.9,SUNNY,CARD
TRP10052,,45.0,BANGALORE,BUS,17.9,496.23,,,6.0,SUNNY,CARD
TRP10053,FELICIA RILEY,45.0,PUNE,TAXI,25.759999999999998,755.1700000000001,,,5.0,STORM,CASH
TRP10054,RACHEL WARD,45.0,HYDERABAD,TRAIN,42.7,755.1700000000001,,,4.9,RAINY,CASH
TRP10055,BRAD KEMP,43.0,DELHI,TAXI,35.01,755.1700000000001,,2025-11-30 12:34:56,6.0,CLOUDY,CASH
TRP10056,LAWRENCE LOPEZ,26.0,MUMBAI,TRAIN,25.759999999999998,755.1700000000001,,,0.0,RAINY,CASH
TRP10057,WILLIAM LOPEZ,45.0,PUNE,BIKE,15.8,755.1700000000001,,,4.9,SUNNY,CASH
TRP10058,KRISTA SLOAN,16.0,DELHI,BUS,25.759999999999998,541.44,,,5.0,SUNNY,CASH
TRP10059,KEVIN THOMAS,45.0,DELHI,WALK,25.759999999999998,634.94,,,4.9,SUNNY,UPI
TRP10060,JESSICA,45.0,KOLKATA,WALK,40.41,755.1700000000001,,2025-12-05 00:04:01,4.2,FOG,CASH
TRP10061,MICHAEL PEREZ,45.0,MUMBAI,TRAIN,41.3,755.1700000000001,2025-09-08 04:19:00,,6.0,SUNNY,CARD
TRP10062,CHRISTOPHER CRUZ,23.0,DELHI,BIKE,25.759999999999998,755.1700000000001,,,5.0,STORM,CASH
TRP10063,ANDREW GONZALEZ,47.0,PUNE,BIKE,19.2,755.1700000000001,,,4.9,SUNNY,WALLET
TRP10064,AMANDA,45.0,MUMBAI,AUTO,32.44,513.59,2025-12-19 05:17:00,2025-12-19 07:46:28,0.0,RAINY,CASH
TRP10065,MAXWELL SCHAEFER,45.0,HYDERABAD,TAXI,25.759999999999998,234.14,,2026-03-15 04:40:59,1.4,RAINY,CASH
TRP10066,JESSICA,45.0,MUMBAI,WALK,25.759999999999998,1117.74,,,3.1,STORM,CASH
TRP10067,CHARLES HANEY,18.0,KOLKATA,BUS,2.5,1274.0,,2025-11-17 04:23:59,4.9,CLOUDY,UPI
TRP10068,SUZANNE BOWEN,33.0,MUMBAI,METRO,25.759999999999998,691.5,,,6.0,STORM,UPI
TRP10069,MATTHEW MILLER MD,45.0,PUNE,TRAIN,25.759999999999998,573.97,,2026-05-07 04:25:59,1.4,SUNNY,WALLET
TRP10070,SCOTT SINGLETON,45.0,BANGALORE,METRO,25.759999999999998,755.1700000000001,,,2.2,CLOUDY,CASH
TRP10071,JUAN MOORE,45.0,CHENNAI,BUS,18.16,755.1700000000001,,,0.0,SUNNY,CASH
TRP10072,RILEY,45.0,KOLKATA,WALK,25.759999999999998,613.16,,2025-10-13 04:55:40,5.0,STORM,WALLET
TRP10073,FELICIA JOHNSON,45.0,KOLKATA,WALK,39.06,1327.35,,,6.0,STORM,CASH
TRP10074,RICARDO COOK,45.0,MUMBAI,BUS,6.4,476.46,,2025-10-29 10:02:46,4.9,RAINY,UPI
TRP10075,AMY,34.0,DELHI,BUS,9.6,755.1700000000001,,,1.2,STORM,CASH
TRP10076,SHEILA,43.0,PUNE,TRAIN,25.759999999999998,755.1700000000001,,,5.0,STORM,CASH
TRP10077,ROSS LOPEZ,45.0,KOLKATA,WALK,11.86,188.76,,,5.0,RAINY,CASH
TRP10078,RUBEN ANDERSON,45.0,MUMBAI,TAXI,25.759999999999998,755.1700000000001,,,0.0,SUNNY,CASH
TRP10079,,45.0,BANGALORE,BUS,25.759999999999998,755.1700000000001,,,2.8,SUNNY,CARD
TRP10080,TIMOTHY,20.0,MUMBAI,METRO,19.84,1218.53,,,3.0,STORM,CASH
TRP10081,LAURA,21.0,BANGALORE,METRO,22.5,755.1700000000001,,,4.9,SUNNY,CASH
TRP10082,JAMES CAMPBELL,45.0,MUMBAI,WALK,25.759999999999998,1280.32,,,4.9,FOG,CASH
TRP10083,ELIZABETH MOODY,24.0,KOLKATA,METRO,25.759999999999998,1011.77,,,4.9,FOG,UPI
TRP10084,CAROLYN SCHROEDER,45.0,CHENNAI,AUTO,25.759999999999998,1269.75,,,6.0,RAINY,UPI
TRP10085,PAMELA PALMER,60.0,BANGALORE,BUS,25.759999999999998,755.1700000000001,,2026-02-28 02:19:37,6.0,SUNNY,UPI
TRP10086,RODNEY,45.0,DELHI,BIKE,25.6,1229.0,,,4.9,CLOUDY,CASH
TRP10087,,45.0,MUMBAI,TAXI,25.759999999999998,155.74,,2025-11-06 13:40:56,6.0,CLOUDY,CARD
TRP10088,MATTHEW GONZALEZ,45.0,CHENNAI,METRO,25.759999999999998,755.1700000000001,2025-09-25 15:08:00,,0.0,SUNNY,CASH
TRP10089,MEGAN FLEMING,45.0,MUMBAI,METRO,25.759999999999998,755.1700000000001,,,6.0,CLOUDY,CASH
TRP10090,AMANDA NGUYEN,48.0,CHENNAI,TAXI,25.759999999999998,376.04,,2026-04-25 19:45:51,0.0,CLOUDY,CASH
TRP10091,,45.0,DELHI,TRAIN,49.07,119.99,,,4.9,RAINY,CASH
TRP10092,JENNIFER,45.0,DELHI,BUS,31.96,1079.75,2025-10-06 09:20:00,2025-10-06 10:40:37,4.2,FOG,CARD
TRP10093,,68.0,DELHI,BIKE,25.759999999999998,755.1700000000001,,,6.0,SUNNY,WALLET
TRP10094,JUSTIN ADAMS,45.0,DELHI,WALK,46.29,136.81,,,4.9,SUNNY,CARD
TRP10095,ROBERT,45.0,BANGALORE,BUS,25.759999999999998,929.98,,,5.0,SUNNY,UPI
TRP10096,,45.0,DELHI,TAXI,25.759999999999998,555.98,2025-10-01 08:03:00,,4.9,FOG,WALLET
TRP10097,CHRISTOPHER RITTER,24.0,HYDERABAD,TRAIN,16.4,755.1700000000001,,,6.0,RAINY,CASH
TRP10098,BRYAN,45.0,CHENNAI,BUS,25.759999999999998,1350.04,,,2.4,CLOUDY,CASH
TRP10099,KELSEY,45.0,BANGALORE,WALK,25.759999999999998,755.1700000000001,,,6.0,SUNNY,CASH
TRP10100,MR. KEITH ANDERSON,55.0,MUMBAI,BIKE,36.1,798.03,,,6.0,SUNNY,CASH
TRP10101,JESSICA,72.0,MUMBAI,TAXI,38.62,755.1700000000001,2026-01-05 14:49:00,,5.0,FOG,CASH
TRP10102,ASHLEY,45.0,CHENNAI,METRO,14.45,269.58,,,4.9,SUNNY,CASH
TRP10103,DANIEL MOODY,68.0,MUMBAI,METRO,25.759999999999998,755.1700000000001,,,0.0,FOG,CASH
TRP10104,PATRICK,45.0,KOLKATA,BUS,3.9,755.1700000000001,2025-07-21 07:30:00,,4.9,SUNNY,CARD
TRP10105,JESSICA FOSTER,45.0,MUMBAI,METRO,6.2,415.86,,,6.0,RAINY,UPI
TRP10106,HANNAH,45.0,CHENNAI,TAXI,26.2,1321.03,,,5.0,CLOUDY,CARD
TRP10107,PAUL PORTER,45.0,MUMBAI,BUS,15.0,755.1700000000001,,2026-01-08 05:26:25,0.0,CLOUDY,UPI
TRP10108,JEFFREY,51.0,PUNE,METRO,23.07,755.1700000000001,,,5.0,CLOUDY,CASH
TRP10109,LUIS HALL,48.0,DELHI,TAXI,40.4,1341.83,,,0.0,SUNNY,CARD
TRP10110,,48.0,MUMBAI,BUS,35.73,755.1700000000001,,,4.5,CLOUDY,WALLET
TRP10111,BRIAN,66.0,MUMBAI,AUTO,25.759999999999998,755.1700000000001,2026-04-15 13:56:00,2026-04-15 14:38:17,3.3,RAINY,CASH
TRP10112,BRYAN JUAREZ,45.0,PUNE,AUTO,39.0,1311.77,,2025-10-31 08:24:51,6.0,CLOUDY,WALLET
TRP10113,MARY,45.0,HYDERABAD,METRO,25.759999999999998,304.55,,,4.9,SUNNY,CARD
TRP10114,LISA FREEMAN,45.0,HYDERABAD,BUS,25.759999999999998,755.1700000000001,,2025-10-17 13:47:24,4.9,SUNNY,CASH
TRP10115,ERIC,45.0,DELHI,AUTO,25.759999999999998,931.2,,,5.0,SUNNY,UPI
TRP10116,VIRGINIA WARNER,45.0,DELHI,BUS,25.759999999999998,755.1700000000001,2025-11-12 15:43:00,,2.3,SUNNY,CASH
TRP10117,,30.0,BANGALORE,TRAIN,44.23,755.1700000000001,,2026-05-04 18:11:49,0.0,CLOUDY,CASH
TRP10118,KEVIN,45.0,MUMBAI,BUS,7.6,755.1700000000001,,,5.0,SUNNY,CASH
TRP10119,MIKE,34.0,CHENNAI,TAXI,32.3,1243.94,,2025-07-11 15:32:07,6.0,FOG,UPI
TRP10120,KEITH GILBERT,45.0,DELHI,BIKE,47.75,552.14,,,6.0,SUNNY,CASH
TRP10121,KIMBERLY,45.0,HYDERABAD,AUTO,25.759999999999998,755.1700000000001,,,5.0,SUNNY,UPI
TRP10122,,71.0,MUMBAI,BUS,26.88,830.52,,2026-02-04 13:44:54,0.0,STORM,CASH
TRP10123,CAROLINE CURTIS,45.0,MUMBAI,METRO,25.759999999999998,779.61,,,4.2,STORM,CARD
TRP10124,BRANDON REYES,29.0,MUMBAI,METRO,21.76,755.1700000000001,,,5.0,SUNNY,CASH
TRP10125,SARA LOPEZ,45.0,DELHI,TRAIN,25.759999999999998,534.7,,,5.0,SUNNY,CASH
TRP10126,RICHARD HOWELL,45.0,PUNE,METRO,12.3,532.32,,,4.1,RAINY,UPI
TRP10127,BRIAN MORRIS,22.0,DELHI,METRO,3.2,366.82,,,0.0,FOG,CASH
TRP10128,,45.0,CHENNAI,BIKE,25.759999999999998,427.23,,,4.9,SUNNY,CASH
TRP10129,JESSE ORTIZ,45.0,PUNE,TRAIN,19.4,353.51,,,6.0,CLOUDY,CASH
TRP10130,MICHAEL STEWART,45.0,CHENNAI,WALK,25.759999999999998,1092.39,,,0.0,SUNNY,CASH
TRP10131,VICTOR DURHAM,64.0,MUMBAI,AUTO,25.759999999999998,1365.31,,,6.0,RAINY,CASH
TRP10132,,45.0,CHENNAI,METRO,14.9,755.1700000000001,,,6.0,SUNNY,CARD
TRP10133,ELIZABETH BELL,45.0,DELHI,AUTO,1.8,310.36,,2026-04-01 01:45:39,4.9,FOG,WALLET
TRP10134,FRANK MORENO,45.0,BANGALORE,TAXI,36.3,795.44,,2025-12-09 01:04:22,5.0,SUNNY,CASH
TRP10135,GARY BROWN,29.0,DELHI,WALK,32.2,755.1700000000001,,,0.0,FOG,CASH
TRP10136,,45.0,BANGALORE,BUS,25.759999999999998,755.1700000000001,,2025-07-19 04:38:48,6.0,STORM,CASH
TRP10137,BRANDON MCCARTHY,45.0,MUMBAI,METRO,19.6,33.99,,,4.9,CLOUDY,CASH
TRP10138,,45.0,CHENNAI,BUS,25.759999999999998,1350.98,,2026-01-30 10:36:02,0.0,RAINY,CASH
TRP10139,ROBERT ROGERS,45.0,BANGALORE,AUTO,25.759999999999998,588.09,,2025-07-12 11:29:55,5.0,SUNNY,CASH
TRP10140,ELIZABETH,65.0,MUMBAI,TRAIN,25.759999999999998,686.81,,,0.0,SUNNY,WALLET
TRP10141,SHELLEY CAMERON,45.0,CHENNAI,BUS,25.759999999999998,1114.69,,,4.9,SUNNY,UPI
TRP10142,KEITH COLE,45.0,MUMBAI,METRO,26.11,755.1700000000001,,,2.7,SUNNY,CASH
TRP10143,PHILLIP MEDINA,45.0,PUNE,TAXI,15.8,755.1700000000001,,,4.9,FOG,UPI
TRP10144,CHARLES WARREN,45.0,DELHI,BUS,1.3,755.1700000000001,,,0.0,RAINY,CARD
TRP10145,RICHARD,45.0,DELHI,WALK,25.759999999999998,755.1700000000001,2025-09-02 04:28:00,,6.0,FOG,CASH
TRP10146,,53.0,BANGALORE,METRO,25.759999999999998,668.91,,2026-03-09 18:35:43,5.0,FOG,CASH
TRP10147,JASON DAVIS,45.0,MUMBAI,BUS,24.5,755.1700000000001,,,0.0,CLOUDY,CASH
TRP10148,STEPHEN CLINE,45.0,HYDERABAD,TAXI,3.2,755.1700000000001,,2026-04-30 00:52:08,0.0,SUNNY,CASH
TRP10149,,60.0,CHENNAI,BUS,25.759999999999998,530.55,,2026-02-22 15:22:32,5.0,FOG,CARD
TRP10150,DESTINY,45.0,MUMBAI,BUS,5.8,491.99,,,5.0,SUNNY,UPI
TRP10151,,45.0,HYDERABAD,METRO,23.6,755.1700000000001,,,5.0,STORM,CASH
TRP10152,JACOB COX,45.0,CHENNAI,BIKE,37.86,1203.26,,2026-03-31 23:17:17,4.9,SUNNY,WALLET
TRP10153,,36.0,PUNE,TRAIN,18.0,755.1700000000001,,2025-09-12 14:10:11,4.9,SUNNY,UPI
TRP10154,DONNA,45.0,BANGALORE,METRO,30.2,740.27,2025-05-13 20:59:00,,5.0,FOG,WALLET
TRP10155,,45.0,DELHI,BUS,40.9,755.1700000000001,2025-11-08 13:40:00,2025-11-08 15:50:35,5.0,FOG,CASH
TRP10156,ERNEST,45.0,BANGALORE,BUS,38.9,833.59,,,3.2,SUNNY,CASH
TRP10157,WILLIAM WHITE,45.0,MUMBAI,AUTO,50.0,408.97,,2025-10-03 00:52:46,0.0,SUNNY,CARD
TRP10158,,45.0,MUMBAI,TAXI,39.46,807.78,,,0.0,SUNNY,CASH
TRP10159,DAVID HARRINGTON,45.0,DELHI,BIKE,25.759999999999998,1072.86,,,4.9,SUNNY,WALLET
TRP10160,ALAN GARCIA,44.0,PUNE,METRO,25.759999999999998,692.95,,,4.9,SUNNY,CASH
TRP10161,,45.0,CHENNAI,BUS,25.759999999999998,755.1700000000001,,2026-04-21 08:19:27,6.0,SUNNY,CASH
TRP10162,KEVIN ELLIOTT,44.0,PUNE,AUTO,25.759999999999998,755.1700000000001,,,5.0,SUNNY,WALLET
TRP10163,LAUREN,45.0,PUNE,BUS,1.1,755.1700000000001,,,2.4,SUNNY,WALLET
TRP10164,SUSAN SMITH,45.0,PUNE,BUS,25.759999999999998,755.1700000000001,2025-11-09 18:13:00,2025-11-09 18:52:20,3.1,CLOUDY,CASH
TRP10165,RILEY COLEMAN,45.0,BANGALORE,TRAIN,25.759999999999998,148.3,,,4.9,SUNNY,UPI
TRP10166,DR. REGINALD BROWNING,33.0,CHENNAI,METRO,25.759999999999998,755.1700000000001,,,6.0,FOG,CASH
TRP10167,DAVID VEGA,45.0,DELHI,TRAIN,6.52,755.1700000000001,2025-07-10 14:35:00,,0.0,STORM,CARD
TRP10168,,45.0,MUMBAI,METRO,25.759999999999998,755.1700000000001,,,6.0,STORM,CASH
TRP10169,TOMMY KENNEDY,56.0,MUMBAI,TAXI,25.759999999999998,755.1700000000001,,,4.1,FOG,CASH
TRP10170,COURTNEY TORRES,45.0,DELHI,AUTO,22.3,101.44,,,1.5,RAINY,WALLET
TRP10171,ANNA,45.0,BANGALORE,WALK,25.759999999999998,1104.75,,,4.9,SUNNY,CASH
TRP10172,ERIC CHAVEZ,45.0,HYDERABAD,METRO,25.759999999999998,252.82,,2026-03-28 12:15:43,1.2,RAINY,CASH
TRP10173,EDWARD BAKER,45.0,BANGALORE,METRO,45.8,755.1700000000001,,,0.0,SUNNY,CASH
TRP10174,KERRY PRICE,67.0,DELHI,TRAIN,25.759999999999998,1164.82,,2026-01-13 14:34:05,4.9,CLOUDY,CARD
TRP10175,,45.0,MUMBAI,BUS,25.759999999999998,242.84,,,3.5,FOG,CASH
TRP10176,EMILY ANDERSEN,45.0,MUMBAI,AUTO,12.7,1459.39,,2025-08-28 21:36:11,0.0,STORM,CASH
TRP10177,AMANDA,45.0,MUMBAI,BUS,32.2,755.1700000000001,2026-03-24 14:13:00,2026-03-24 17:07:43,4.9,SUNNY,WALLET
TRP10178,NICHOLAS,45.0,CHENNAI,BUS,47.23,755.1700000000001,,2025-12-11 08:16:14,5.0,STORM,CARD
TRP10179,MICHAEL WALKER,32.0,MUMBAI,TAXI,40.57,1287.73,2025-10-15 11:54:00,,2.6,SUNNY,CARD
TRP10180,TIFFANY,68.0,PUNE,BUS,28.24,1209.77,,2026-01-29 01:45:51,5.0,RAINY,UPI
TRP10181,CHRISTOPHER GOODWIN,39.0,MUMBAI,BIKE,45.95,976.06,,2026-05-04 15:54:22,6.0,SUNNY,UPI
TRP10182,,45.0,DELHI,METRO,25.759999999999998,755.1700000000001,2025-12-07 08:06:00,2025-12-07 10:05:32,0.0,RAINY,CASH
TRP10183,STEPHANIE,42.0,DELHI,METRO,19.8,1329.29,,2025-06-16 16:49:30,4.9,STORM,CASH
TRP10184,DAVID GIBSON,74.0,MUMBAI,WALK,25.759999999999998,755.1700000000001,,,0.0,RAINY,UPI
TRP10185,JEANETTE COSTA,45.0,KOLKATA,METRO,41.0,755.1700000000001,2025-12-14 15:59:00,2025-12-14 17:34:47,4.9,SUNNY,CASH
TRP10186,MICHELE,74.0,HYDERABAD,TAXI,10.2,822.34,,2025-07-30 19:48:42,3.4,CLOUDY,WALLET
TRP10187,KAYLA STEWART,74.0,CHENNAI,TAXI,25.759999999999998,238.61,,,4.9,SUNNY,CASH
TRP10188,JOSE MAXWELL,45.0,KOLKATA,WALK,8.7,755.1700000000001,,,0.0,SUNNY,CARD
TRP10189,ANDREA MORALES,45.0,PUNE,BIKE,25.759999999999998,755.1700000000001,,2025-11-26 10:18:39,0.0,RAINY,CASH
TRP10190,,45.0,BANGALORE,WALK,25.759999999999998,268.47,,,5.0,RAINY,CASH
TRP10191,JOSHUA MARTINEZ,38.0,DELHI,METRO,25.759999999999998,755.1700000000001,,,6.0,SUNNY,CASH
TRP10192,CATHY SCHULTZ,26.0,DELHI,BIKE,1.98,755.1700000000001,,,4.8,FOG,CASH
TRP10193,,73.0,PUNE,TAXI,30.76,324.21,,,0.0,FOG,CASH
TRP10194,PAUL,35.0,DELHI,TRAIN,25.759999999999998,100.67,,,1.8,RAINY,UPI
TRP10195,JENNIFER,21.0,KOLKATA,TRAIN,25.759999999999998,825.31,,,1.7,FOG,WALLET
TRP10196,DOROTHY JORDAN,45.0,MUMBAI,METRO,8.41,755.1700000000001,2025-10-06 16:54:00,,6.0,SUNNY,CASH
TRP10197,MICHAEL MENDEZ,45.0,MUMBAI,AUTO,24.34,1352.67,,2026-02-01 23:40:36,5.0,RAINY,UPI
TRP10198,PHILIP MALDONADO,18.0,PUNE,AUTO,25.759999999999998,493.23,,,4.9,SUNNY,CARD
TRP10199,,45.0,MUMBAI,METRO,25.759999999999998,239.34,,2026-01-27 10:32:18,0.0,FOG,WALLET
TRP10200,JOHN,45.0,MUMBAI,BUS,25.759999999999998,755.1700000000001,,,3.8,SUNNY,WALLET
TRP10201,RACHEL,73.0,HYDERABAD,BIKE,16.24,755.1700000000001,,,0.0,SUNNY,CASH
TRP10202,PAULA MORTON,45.0,DELHI,METRO,25.759999999999998,755.1700000000001,,,5.0,SUNNY,UPI
TRP10203,MATTHEW MOORE,45.0,DELHI,WALK,14.4,767.59,,2026-02-14 20:55:51,0.0,STORM,UPI
TRP10204,HEATHER HOWARD,45.0,HYDERABAD,TAXI,42.05,592.12,2025-05-25 22:55:00,2025-05-26 01:26:08,5.0,FOG,CASH
TRP10205,JESSICA SHELTON,48.0,DELHI,TAXI,32.72,755.1700000000001,,,4.9,STORM,CARD
TRP10206,BRIDGET FLYNN,35.0,MUMBAI,TRAIN,25.759999999999998,755.1700000000001,,,4.9,SUNNY,CARD
TRP10207,MICHELLE,45.0,CHENNAI,TAXI,26.35,755.1700000000001,,,1.6,SUNNY,WALLET
TRP10208,MICHAEL,45.0,PUNE,TRAIN,25.759999999999998,755.1700000000001,,,5.0,SUNNY,CASH
TRP10209,,27.0,DELHI,TAXI,25.759999999999998,1421.45,,2025-08-16 04:07:41,4.9,STORM,CARD
TRP10210,RYAN,45.0,DELHI,BUS,24.06,718.89,,,2.2,SUNNY,UPI
TRP10211,WILLIAM WHEELER,45.0,MUMBAI,BUS,25.759999999999998,741.62,,2025-06-20 07:37:15,5.0,SUNNY,UPI
TRP10212,,45.0,MUMBAI,TAXI,32.0,654.96,,2025-10-08 02:46:48,3.9,FOG,CASH
TRP10213,DESIREE FORD,17.0,CHENNAI,AUTO,25.759999999999998,755.1700000000001,,2026-02-01 20:08:32,4.9,STORM,CASH
TRP10214,,45.0,PUNE,TAXI,25.759999999999998,755.1700000000001,2025-07-13 16:57:00,2025-07-13 17:06:18,5.0,RAINY,CASH
TRP10215,JOSEPH FARRELL,45.0,MUMBAI,WALK,39.8,1317.29,,,1.4,SUNNY,CASH
TRP10216,CRISTIAN HANEY,45.0,MUMBAI,METRO,25.759999999999998,755.1700000000001,,,0.0,CLOUDY,CASH
TRP10217,ERIK BOOKER,42.0,MUMBAI,BUS,39.5,755.1700000000001,2025-06-29 10:19:00,,4.9,RAINY,CASH
TRP10218,,45.0,DELHI,WALK,12.49,755.1700000000001,,,1.3,FOG,CASH
TRP10219,CHRISTOPHER STOUT,45.0,DELHI,METRO,5.89,755.1700000000001,,2025-05-10 14:05:37,4.4,SUNNY,UPI
